video_id,label,features_path,category
11_07__kitchen_pan__H1YF1M1B,fake,processed_fake_vectors/11_07__kitchen_pan__H1YF1M1B.npy,fake
09_02__exit_phone_room__HIH8YA82,fake,processed_fake_vectors/09_02__exit_phone_room__HIH8YA82.npy,fake
03_09__outside_talking_pan_laughing__8DTEGQ54,fake,processed_fake_vectors/03_09__outside_talking_pan_laughing__8DTEGQ54.npy,fake
14_27__exit_phone_room__0KSONKQ2,fake,processed_fake_vectors/14_27__exit_phone_room__0KSONKQ2.npy,fake
04_27__podium_speech_happy__2CCI2ND1,fake,processed_fake_vectors/04_27__podium_speech_happy__2CCI2ND1.npy,fake
12_06__secret_conversation__F3I4PDYF,fake,processed_fake_vectors/12_06__secret_conversation__F3I4PDYF.npy,fake
01_03__walking_and_outside_surprised__JZUXXFRB,fake,processed_fake_vectors/01_03__walking_and_outside_surprised__JZUXXFRB.npy,fake
14_21__secret_conversation__N0WM4GSV,fake,processed_fake_vectors/14_21__secret_conversation__N0WM4GSV.npy,fake
11_06__kitchen_still__C8C4FW99,fake,processed_fake_vectors/11_06__kitchen_still__C8C4FW99.npy,fake
02_12__hugging_happy__9D2ZHEKW,fake,processed_fake_vectors/02_12__hugging_happy__9D2ZHEKW.npy,fake
09_26__walk_down_hall_angry__XXGYLT82,fake,processed_fake_vectors/09_26__walk_down_hall_angry__XXGYLT82.npy,fake
12_13__kitchen_still__BFH4F0N8,fake,processed_fake_vectors/12_13__kitchen_still__BFH4F0N8.npy,fake
03_11__exit_phone_room__P08VGHTA,fake,processed_fake_vectors/03_11__exit_phone_room__P08VGHTA.npy,fake
03_15__exit_phone_room__GZNLO4X9,fake,processed_fake_vectors/03_15__exit_phone_room__GZNLO4X9.npy,fake
18_03__exit_phone_room__32DBR8L4,fake,processed_fake_vectors/18_03__exit_phone_room__32DBR8L4.npy,fake
16_05__hugging_happy__V7BK27TX,fake,processed_fake_vectors/16_05__hugging_happy__V7BK27TX.npy,fake
25_20__walking_outside_cafe_disgusted__AMY6M1KL,fake,processed_fake_vectors/25_20__walking_outside_cafe_disgusted__AMY6M1KL.npy,fake
28_05__podium_speech_happy__U9LRLJ6N,fake,processed_fake_vectors/28_05__podium_speech_happy__U9LRLJ6N.npy,fake
12_07__kitchen_pan__1MSOAVLL,fake,processed_fake_vectors/12_07__kitchen_pan__1MSOAVLL.npy,fake
23_19__walking_and_outside_surprised__F7U8UY7V,fake,processed_fake_vectors/23_19__walking_and_outside_surprised__F7U8UY7V.npy,fake
20_14__walking_down_indoor_hall_disgust__R7SPX6OK,fake,processed_fake_vectors/20_14__walking_down_indoor_hall_disgust__R7SPX6OK.npy,fake
11_01__kitchen_pan__WIZ7GKOD,fake,processed_fake_vectors/11_01__kitchen_pan__WIZ7GKOD.npy,fake
04_26__walking_outside_cafe_disgusted__MS2MLJP1,fake,processed_fake_vectors/04_26__walking_outside_cafe_disgusted__MS2MLJP1.npy,fake
03_15__walk_down_hall_angry__T5SHH2UL,fake,processed_fake_vectors/03_15__walk_down_hall_angry__T5SHH2UL.npy,fake
28_16__walk_down_hall_angry__X5FNCYON,fake,processed_fake_vectors/28_16__walk_down_hall_angry__X5FNCYON.npy,fake
12_26__kitchen_pan__HEKDCIHW,fake,processed_fake_vectors/12_26__kitchen_pan__HEKDCIHW.npy,fake
02_15__secret_conversation__MZWH8ATN,fake,processed_fake_vectors/02_15__secret_conversation__MZWH8ATN.npy,fake
14_01__outside_talking_still_laughing__01YF7VQM,fake,processed_fake_vectors/14_01__outside_talking_still_laughing__01YF7VQM.npy,fake
21_09__outside_talking_still_laughing__O9ER29Z6,fake,processed_fake_vectors/21_09__outside_talking_still_laughing__O9ER29Z6.npy,fake
14_15__hugging_happy__3FRJCJ0V,fake,processed_fake_vectors/14_15__hugging_happy__3FRJCJ0V.npy,fake
20_26__kitchen_pan__1UEDQ3GY,fake,processed_fake_vectors/20_26__kitchen_pan__1UEDQ3GY.npy,fake
10_22__talking_angry_couch__X803B18R,fake,processed_fake_vectors/10_22__talking_angry_couch__X803B18R.npy,fake
20_13__hugging_happy__EV1V4ZQV,fake,processed_fake_vectors/20_13__hugging_happy__EV1V4ZQV.npy,fake
28_16__secret_conversation__R1QD0XDQ,fake,processed_fake_vectors/28_16__secret_conversation__R1QD0XDQ.npy,fake
26_04__kitchen_pan__MS2MLJP1,fake,processed_fake_vectors/26_04__kitchen_pan__MS2MLJP1.npy,fake
26_11__kitchen_pan__7C0VKV43,fake,processed_fake_vectors/26_11__kitchen_pan__7C0VKV43.npy,fake
15_02__kitchen_still__SB6PMCO0,fake,processed_fake_vectors/15_02__kitchen_still__SB6PMCO0.npy,fake
12_21__outside_talking_still_laughing__J54W3PV1,fake,processed_fake_vectors/12_21__outside_talking_still_laughing__J54W3PV1.npy,fake
23_19__kitchen_still__WHQ1229T,fake,processed_fake_vectors/23_19__kitchen_still__WHQ1229T.npy,fake
02_18__exit_phone_room__B95S4G6F,fake,processed_fake_vectors/02_18__exit_phone_room__B95S4G6F.npy,fake
14_03__walking_down_street_outside_angry__L0GHYIFS,fake,processed_fake_vectors/14_03__walking_down_street_outside_angry__L0GHYIFS.npy,fake
05_16__exit_phone_room__B62WCGUN,fake,processed_fake_vectors/05_16__exit_phone_room__B62WCGUN.npy,fake
09_13__outside_talking_pan_laughing__LPT427RY,fake,processed_fake_vectors/09_13__outside_talking_pan_laughing__LPT427RY.npy,fake
18_03__walking_down_street_outside_angry__22UBC0BS,fake,processed_fake_vectors/18_03__walking_down_street_outside_angry__22UBC0BS.npy,fake
02_07__kitchen_still__1ZE4HC06,fake,processed_fake_vectors/02_07__kitchen_still__1ZE4HC06.npy,fake
06_18__walk_down_hall_angry__LH0KWJKM,fake,processed_fake_vectors/06_18__walk_down_hall_angry__LH0KWJKM.npy,fake
20_21__walking_down_street_outside_angry__ZCB5OMEW,fake,processed_fake_vectors/20_21__walking_down_street_outside_angry__ZCB5OMEW.npy,fake
01_14__walking_and_outside_surprised__01YF7VQM,fake,processed_fake_vectors/01_14__walking_and_outside_surprised__01YF7VQM.npy,fake
03_21__outside_talking_still_laughing__V53E3RVB,fake,processed_fake_vectors/03_21__outside_talking_still_laughing__V53E3RVB.npy,fake
19_24__talking_angry_couch__W1DEM0XM,fake,processed_fake_vectors/19_24__talking_angry_couch__W1DEM0XM.npy,fake
26_06__walk_down_hall_angry__L5BVR5L9,fake,processed_fake_vectors/26_06__walk_down_hall_angry__L5BVR5L9.npy,fake
15_07__podium_speech_happy__KM6M2TBT,fake,processed_fake_vectors/15_07__podium_speech_happy__KM6M2TBT.npy,fake
15_03__exit_phone_room__OY4I7ZU8,fake,processed_fake_vectors/15_03__exit_phone_room__OY4I7ZU8.npy,fake
02_15__talking_against_wall__I8G2LWD1,fake,processed_fake_vectors/02_15__talking_against_wall__I8G2LWD1.npy,fake
10_23__kitchen_pan__GYY4VANY,fake,processed_fake_vectors/10_23__kitchen_pan__GYY4VANY.npy,fake
02_07__podium_speech_happy__0IYV5DQ5,fake,processed_fake_vectors/02_07__podium_speech_happy__0IYV5DQ5.npy,fake
02_07__talking_angry_couch__1VMZUH1W,fake,processed_fake_vectors/02_07__talking_angry_couch__1VMZUH1W.npy,fake
28_05__talking_angry_couch__V20UNLJ5,fake,processed_fake_vectors/28_05__talking_angry_couch__V20UNLJ5.npy,fake
14_26__talking_angry_couch__ILLP29ZH,fake,processed_fake_vectors/14_26__talking_angry_couch__ILLP29ZH.npy,fake
03_07__walk_down_hall_angry__IFSURI9X,fake,processed_fake_vectors/03_07__walk_down_hall_angry__IFSURI9X.npy,fake
21_15__walking_outside_cafe_disgusted__87WSBJP3,fake,processed_fake_vectors/21_15__walking_outside_cafe_disgusted__87WSBJP3.npy,fake
15_14__exit_phone_room__RNHLLKSQ,fake,processed_fake_vectors/15_14__exit_phone_room__RNHLLKSQ.npy,fake
03_14__podium_speech_happy__Q9NSXM88,fake,processed_fake_vectors/03_14__podium_speech_happy__Q9NSXM88.npy,fake
06_20__walk_down_hall_angry__6SUW7063,fake,processed_fake_vectors/06_20__walk_down_hall_angry__6SUW7063.npy,fake
03_01__exit_phone_room__480LQD1C,fake,processed_fake_vectors/03_01__exit_phone_room__480LQD1C.npy,fake
26_18__kitchen_pan__C9VUQS9O,fake,processed_fake_vectors/26_18__kitchen_pan__C9VUQS9O.npy,fake
02_01__walk_down_hall_angry__YVGY8LOK,fake,processed_fake_vectors/02_01__walk_down_hall_angry__YVGY8LOK.npy,fake
22_23__walking_and_outside_surprised__J671JKCH,fake,processed_fake_vectors/22_23__walking_and_outside_surprised__J671JKCH.npy,fake
07_02__walking_down_street_outside_angry__UH60ROEK,fake,processed_fake_vectors/07_02__walking_down_street_outside_angry__UH60ROEK.npy,fake
20_09__podium_speech_happy__RAGUKRMK,fake,processed_fake_vectors/20_09__podium_speech_happy__RAGUKRMK.npy,fake
14_03__exit_phone_room__7JPPCV50,fake,processed_fake_vectors/14_03__exit_phone_room__7JPPCV50.npy,fake
06_27__outside_talking_still_laughing__SZWVBWY4,fake,processed_fake_vectors/06_27__outside_talking_still_laughing__SZWVBWY4.npy,fake
20_25__walk_down_hall_angry__DW2L6D2V,fake,processed_fake_vectors/20_25__walk_down_hall_angry__DW2L6D2V.npy,fake
03_01__talking_against_wall__JZUXXFRB,fake,processed_fake_vectors/03_01__talking_against_wall__JZUXXFRB.npy,fake
21_07__kitchen_pan__K7KXUHMU,fake,processed_fake_vectors/21_07__kitchen_pan__K7KXUHMU.npy,fake
05_08__kitchen_pan__BGI70HJ5,fake,processed_fake_vectors/05_08__kitchen_pan__BGI70HJ5.npy,fake
13_09__walking_outside_cafe_disgusted__3GQ49P2J,fake,processed_fake_vectors/13_09__walking_outside_cafe_disgusted__3GQ49P2J.npy,fake
12_13__podium_speech_happy__2TM4IFSF,fake,processed_fake_vectors/12_13__podium_speech_happy__2TM4IFSF.npy,fake
27_06__hugging_happy__S3T7SK9O,fake,processed_fake_vectors/27_06__hugging_happy__S3T7SK9O.npy,fake
07_04__kitchen_pan__XRK7FGZX,fake,processed_fake_vectors/07_04__kitchen_pan__XRK7FGZX.npy,fake
26_12__kitchen_pan__BFBNM8FR,fake,processed_fake_vectors/26_12__kitchen_pan__BFBNM8FR.npy,fake
14_18__walking_and_outside_surprised__A5A1Q467,fake,processed_fake_vectors/14_18__walking_and_outside_surprised__A5A1Q467.npy,fake
23_19__podium_speech_happy__D1K19NUP,fake,processed_fake_vectors/23_19__podium_speech_happy__D1K19NUP.npy,fake
14_18__walking_outside_cafe_disgusted__6SB2BR0A,fake,processed_fake_vectors/14_18__walking_outside_cafe_disgusted__6SB2BR0A.npy,fake
20_27__kitchen_pan__LM907ECA,fake,processed_fake_vectors/20_27__kitchen_pan__LM907ECA.npy,fake
04_12__walking_down_street_outside_angry__B6YJ9IW1,fake,processed_fake_vectors/04_12__walking_down_street_outside_angry__B6YJ9IW1.npy,fake
02_15__hugging_happy__MZWH8ATN,fake,processed_fake_vectors/02_15__hugging_happy__MZWH8ATN.npy,fake
18_12__walking_outside_cafe_disgusted__IKH1LBBY,fake,processed_fake_vectors/18_12__walking_outside_cafe_disgusted__IKH1LBBY.npy,fake
26_27__outside_talking_still_laughing__IE9N0ZI9,fake,processed_fake_vectors/26_27__outside_talking_still_laughing__IE9N0ZI9.npy,fake
20_25__outside_talking_pan_laughing__M86GQTHK,fake,processed_fake_vectors/20_25__outside_talking_pan_laughing__M86GQTHK.npy,fake
20_13__talking_against_wall__U3IPYECM,fake,processed_fake_vectors/20_13__talking_against_wall__U3IPYECM.npy,fake
03_04__kitchen_pan__T04P6ELC,fake,processed_fake_vectors/03_04__kitchen_pan__T04P6ELC.npy,fake
15_06__outside_talking_pan_laughing__QRCD27P8,fake,processed_fake_vectors/15_06__outside_talking_pan_laughing__QRCD27P8.npy,fake
02_18__kitchen_still__OXMEEFUQ,fake,processed_fake_vectors/02_18__kitchen_still__OXMEEFUQ.npy,fake
27_18__meeting_serious__NYHE8D0J,fake,processed_fake_vectors/27_18__meeting_serious__NYHE8D0J.npy,fake
10_22__outside_talking_pan_laughing__1TXK09OY,fake,processed_fake_vectors/10_22__outside_talking_pan_laughing__1TXK09OY.npy,fake
21_09__exit_phone_room__JEELOMN2,fake,processed_fake_vectors/21_09__exit_phone_room__JEELOMN2.npy,fake
07_12__outside_talking_pan_laughing__0VN0A2T3,fake,processed_fake_vectors/07_12__outside_talking_pan_laughing__0VN0A2T3.npy,fake
01_21__secret_conversation__03X7CELV,fake,processed_fake_vectors/01_21__secret_conversation__03X7CELV.npy,fake
27_02__exit_phone_room__FV8M8O2C,fake,processed_fake_vectors/27_02__exit_phone_room__FV8M8O2C.npy,fake
26_14__outside_talking_still_laughing__ILLP29ZH,fake,processed_fake_vectors/26_14__outside_talking_still_laughing__ILLP29ZH.npy,fake
07_04__outside_talking_still_laughing__XRK7FGZX,fake,processed_fake_vectors/07_04__outside_talking_still_laughing__XRK7FGZX.npy,fake
06_14__outside_talking_still_laughing__8U9ULZDT,fake,processed_fake_vectors/06_14__outside_talking_still_laughing__8U9ULZDT.npy,fake
03_07__exit_phone_room__6PHZRQ4H,fake,processed_fake_vectors/03_07__exit_phone_room__6PHZRQ4H.npy,fake
05_16__walking_outside_cafe_disgusted__053HPS1G,fake,processed_fake_vectors/05_16__walking_outside_cafe_disgusted__053HPS1G.npy,fake
16_05__walking_outside_cafe_disgusted__053HPS1G,fake,processed_fake_vectors/16_05__walking_outside_cafe_disgusted__053HPS1G.npy,fake
21_09__walking_outside_cafe_disgusted__J7SQKGUR,fake,processed_fake_vectors/21_09__walking_outside_cafe_disgusted__J7SQKGUR.npy,fake
07_09__secret_conversation__N9CWME71,fake,processed_fake_vectors/07_09__secret_conversation__N9CWME71.npy,fake
06_11__walking_outside_cafe_disgusted__MX659QU8,fake,processed_fake_vectors/06_11__walking_outside_cafe_disgusted__MX659QU8.npy,fake
18_06__walking_down_street_outside_angry__MVXBDKGB,fake,processed_fake_vectors/18_06__walking_down_street_outside_angry__MVXBDKGB.npy,fake
15_18__talking_angry_couch__V5VHLCOW,fake,processed_fake_vectors/15_18__talking_angry_couch__V5VHLCOW.npy,fake
04_01__kitchen_still__6I623VU9,fake,processed_fake_vectors/04_01__kitchen_still__6I623VU9.npy,fake
12_13__outside_talking_still_laughing__N8IGC93J,fake,processed_fake_vectors/12_13__outside_talking_still_laughing__N8IGC93J.npy,fake
19_24__secret_conversation__NPZW2Z9L,fake,processed_fake_vectors/19_24__secret_conversation__NPZW2Z9L.npy,fake
08_28__walking_outside_cafe_disgusted__GQN9WHLD,fake,processed_fake_vectors/08_28__walking_outside_cafe_disgusted__GQN9WHLD.npy,fake
02_09__meeting_serious__9TDCEK1Q,fake,processed_fake_vectors/02_09__meeting_serious__9TDCEK1Q.npy,fake
10_22__kitchen_pan__PUJR4HJ1,fake,processed_fake_vectors/10_22__kitchen_pan__PUJR4HJ1.npy,fake
13_11__outside_talking_still_laughing__61T622EK,fake,processed_fake_vectors/13_11__outside_talking_still_laughing__61T622EK.npy,fake
18_03__walking_outside_cafe_disgusted__UEC1BI8E,fake,processed_fake_vectors/18_03__walking_outside_cafe_disgusted__UEC1BI8E.npy,fake
02_18__meeting_serious__B95S4G6F,fake,processed_fake_vectors/02_18__meeting_serious__B95S4G6F.npy,fake
06_15__kitchen_still__QRCD27P8,fake,processed_fake_vectors/06_15__kitchen_still__QRCD27P8.npy,fake
04_11__exit_phone_room__60BU0X0I,fake,processed_fake_vectors/04_11__exit_phone_room__60BU0X0I.npy,fake
01_11__kitchen_pan__WIZ7GKOD,fake,processed_fake_vectors/01_11__kitchen_pan__WIZ7GKOD.npy,fake
12_01__outside_talking_pan_laughing__TNI7KUZ6,fake,processed_fake_vectors/12_01__outside_talking_pan_laughing__TNI7KUZ6.npy,fake
13_03__talking_angry_couch__GBYWJW06,fake,processed_fake_vectors/13_03__talking_angry_couch__GBYWJW06.npy,fake
15_13__outside_talking_pan_laughing__X0EIIJF7,fake,processed_fake_vectors/15_13__outside_talking_pan_laughing__X0EIIJF7.npy,fake
06_02__podium_speech_happy__N8OSN8P6,fake,processed_fake_vectors/06_02__podium_speech_happy__N8OSN8P6.npy,fake
16_17__talking_against_wall__S7UMSIQV,fake,processed_fake_vectors/16_17__talking_against_wall__S7UMSIQV.npy,fake
01_11__outside_talking_pan_laughing__9OM3VE0Y,fake,processed_fake_vectors/01_11__outside_talking_pan_laughing__9OM3VE0Y.npy,fake
25_02__walking_down_street_outside_angry__Z7FQ69VP,fake,processed_fake_vectors/25_02__walking_down_street_outside_angry__Z7FQ69VP.npy,fake
03_06__walk_down_hall_angry__1IXGY2FK,fake,processed_fake_vectors/03_06__walk_down_hall_angry__1IXGY2FK.npy,fake
12_25__walking_down_indoor_hall_disgust__FQE07ND1,fake,processed_fake_vectors/12_25__walking_down_indoor_hall_disgust__FQE07ND1.npy,fake
21_09__walking_outside_cafe_disgusted__Z8H2TRCI,fake,processed_fake_vectors/21_09__walking_outside_cafe_disgusted__Z8H2TRCI.npy,fake
15_21__walking_outside_cafe_disgusted__87WSBJP3,fake,processed_fake_vectors/15_21__walking_outside_cafe_disgusted__87WSBJP3.npy,fake
28_16__walking_down_street_outside_angry__U757192N,fake,processed_fake_vectors/28_16__walking_down_street_outside_angry__U757192N.npy,fake
02_27__walk_down_hall_angry__78M8S6M6,fake,processed_fake_vectors/02_27__walk_down_hall_angry__78M8S6M6.npy,fake
25_27__outside_talking_pan_laughing__1KU29EUL,fake,processed_fake_vectors/25_27__outside_talking_pan_laughing__1KU29EUL.npy,fake
26_12__talking_angry_couch__BFBNM8FR,fake,processed_fake_vectors/26_12__talking_angry_couch__BFBNM8FR.npy,fake
02_14__podium_speech_happy__3IUBEKCT,fake,processed_fake_vectors/02_14__podium_speech_happy__3IUBEKCT.npy,fake
21_09__walking_outside_cafe_disgusted__JEELOMN2,fake,processed_fake_vectors/21_09__walking_outside_cafe_disgusted__JEELOMN2.npy,fake
27_01__meeting_serious__ZYCZ30C0,fake,processed_fake_vectors/27_01__meeting_serious__ZYCZ30C0.npy,fake
06_15__walking_down_indoor_hall_disgust__QRCD27P8,fake,processed_fake_vectors/06_15__walking_down_indoor_hall_disgust__QRCD27P8.npy,fake
19_24__secret_conversation__QD5K7BP2,fake,processed_fake_vectors/19_24__secret_conversation__QD5K7BP2.npy,fake
18_26__podium_speech_happy__UMEX6HWU,fake,processed_fake_vectors/18_26__podium_speech_happy__UMEX6HWU.npy,fake
09_02__walking_down_street_outside_angry__6KUOFMZW,fake,processed_fake_vectors/09_02__walking_down_street_outside_angry__6KUOFMZW.npy,fake
25_07__walking_down_street_outside_angry__IKMKYKPG,fake,processed_fake_vectors/25_07__walking_down_street_outside_angry__IKMKYKPG.npy,fake
07_02__secret_conversation__1JCLEEBQ,fake,processed_fake_vectors/07_02__secret_conversation__1JCLEEBQ.npy,fake
15_21__kitchen_pan__87WSBJP3,fake,processed_fake_vectors/15_21__kitchen_pan__87WSBJP3.npy,fake
15_14__exit_phone_room__OMLZILK3,fake,processed_fake_vectors/15_14__exit_phone_room__OMLZILK3.npy,fake
19_23__talking_against_wall__H4SUVFTL,fake,processed_fake_vectors/19_23__talking_against_wall__H4SUVFTL.npy,fake
13_12__podium_speech_happy__N8IGC93J,fake,processed_fake_vectors/13_12__podium_speech_happy__N8IGC93J.npy,fake
19_24__walk_down_hall_angry__59PN7WZ2,fake,processed_fake_vectors/19_24__walk_down_hall_angry__59PN7WZ2.npy,fake
09_25__walking_down_street_outside_angry__5041ODBN,fake,processed_fake_vectors/09_25__walking_down_street_outside_angry__5041ODBN.npy,fake
20_07__secret_conversation__5VT4USF9,fake,processed_fake_vectors/20_07__secret_conversation__5VT4USF9.npy,fake
12_07__outside_talking_still_laughing__0VN0A2T3,fake,processed_fake_vectors/12_07__outside_talking_still_laughing__0VN0A2T3.npy,fake
20_25__outside_talking_still_laughing__FZHCQNKV,fake,processed_fake_vectors/20_25__outside_talking_still_laughing__FZHCQNKV.npy,fake
01_20__kitchen_pan__6UBMLXK3,fake,processed_fake_vectors/01_20__kitchen_pan__6UBMLXK3.npy,fake
01_11__meeting_serious__FAFWDR4W,fake,processed_fake_vectors/01_11__meeting_serious__FAFWDR4W.npy,fake
15_01__kitchen_still__02HILKYO,fake,processed_fake_vectors/15_01__kitchen_still__02HILKYO.npy,fake
03_21__kitchen_still__YCSEBZO4,fake,processed_fake_vectors/03_21__kitchen_still__YCSEBZO4.npy,fake
16_17__outside_talking_pan_laughing__S7UMSIQV,fake,processed_fake_vectors/16_17__outside_talking_pan_laughing__S7UMSIQV.npy,fake
13_20__walking_down_indoor_hall_disgust__VO2YZXLN,fake,processed_fake_vectors/13_20__walking_down_indoor_hall_disgust__VO2YZXLN.npy,fake
19_24__outside_talking_pan_laughing__59PN7WZ2,fake,processed_fake_vectors/19_24__outside_talking_pan_laughing__59PN7WZ2.npy,fake
22_24__walking_and_outside_surprised__XL557XC6,fake,processed_fake_vectors/22_24__walking_and_outside_surprised__XL557XC6.npy,fake
06_03__walking_down_street_outside_angry__1IXGY2FK,fake,processed_fake_vectors/06_03__walking_down_street_outside_angry__1IXGY2FK.npy,fake
23_10__outside_talking_still_laughing__CU6SNBFZ,fake,processed_fake_vectors/23_10__outside_talking_still_laughing__CU6SNBFZ.npy,fake
10_19__outside_talking_still_laughing__O2IKR6YM,fake,processed_fake_vectors/10_19__outside_talking_still_laughing__O2IKR6YM.npy,fake
17_05__talking_against_wall__YTJYYDO9,fake,processed_fake_vectors/17_05__talking_against_wall__YTJYYDO9.npy,fake
05_16__walking_outside_cafe_disgusted__94435UY3,fake,processed_fake_vectors/05_16__walking_outside_cafe_disgusted__94435UY3.npy,fake
16_05__walking_outside_cafe_disgusted__94435UY3,fake,processed_fake_vectors/16_05__walking_outside_cafe_disgusted__94435UY3.npy,fake
15_01__podium_speech_happy__02HILKYO,fake,processed_fake_vectors/15_01__podium_speech_happy__02HILKYO.npy,fake
26_20__secret_conversation__1UEDQ3GY,fake,processed_fake_vectors/26_20__secret_conversation__1UEDQ3GY.npy,fake
07_04__kitchen_still__ITC0C48B,fake,processed_fake_vectors/07_04__kitchen_still__ITC0C48B.npy,fake
26_20__kitchen_pan__XWMKFMF6,fake,processed_fake_vectors/26_20__kitchen_pan__XWMKFMF6.npy,fake
07_03__kitchen_still__BKLOCI1M,fake,processed_fake_vectors/07_03__kitchen_still__BKLOCI1M.npy,fake
15_04__talking_against_wall__46TJ9IOJ,fake,processed_fake_vectors/15_04__talking_against_wall__46TJ9IOJ.npy,fake
06_15__walking_down_street_outside_angry__YDX3GHFS,fake,processed_fake_vectors/06_15__walking_down_street_outside_angry__YDX3GHFS.npy,fake
28_08__podium_speech_happy__KXO8S7OP,fake,processed_fake_vectors/28_08__podium_speech_happy__KXO8S7OP.npy,fake
25_20__outside_talking_still_laughing__MUS0X71T,fake,processed_fake_vectors/25_20__outside_talking_still_laughing__MUS0X71T.npy,fake
21_04__outside_talking_pan_laughing__HY1VWEJK,fake,processed_fake_vectors/21_04__outside_talking_pan_laughing__HY1VWEJK.npy,fake
02_27__outside_talking_still_laughing__YQX5Z8GN,fake,processed_fake_vectors/02_27__outside_talking_still_laughing__YQX5Z8GN.npy,fake
02_07__hugging_happy__O4SXNLRL,fake,processed_fake_vectors/02_07__hugging_happy__O4SXNLRL.npy,fake
27_20__kitchen_pan__LM907ECA,fake,processed_fake_vectors/27_20__kitchen_pan__LM907ECA.npy,fake
24_19__kitchen_still__RKQTC50P,fake,processed_fake_vectors/24_19__kitchen_still__RKQTC50P.npy,fake
18_27__kitchen_pan__GRZ07XTD,fake,processed_fake_vectors/18_27__kitchen_pan__GRZ07XTD.npy,fake
21_14__exit_phone_room__IRKML4J0,fake,processed_fake_vectors/21_14__exit_phone_room__IRKML4J0.npy,fake
02_13__hugging_happy__PLNVLO74,fake,processed_fake_vectors/02_13__hugging_happy__PLNVLO74.npy,fake
20_01__kitchen_pan__6UBMLXK3,fake,processed_fake_vectors/20_01__kitchen_pan__6UBMLXK3.npy,fake
06_03__podium_speech_happy__1IXGY2FK,fake,processed_fake_vectors/06_03__podium_speech_happy__1IXGY2FK.npy,fake
05_08__exit_phone_room__YN1Q9TER,fake,processed_fake_vectors/05_08__exit_phone_room__YN1Q9TER.npy,fake
03_07__walking_down_indoor_hall_disgust__CDSNLDQ8,fake,processed_fake_vectors/03_07__walking_down_indoor_hall_disgust__CDSNLDQ8.npy,fake
04_13__kitchen_pan__00T3UYOR,fake,processed_fake_vectors/04_13__kitchen_pan__00T3UYOR.npy,fake
15_20__talking_angry_couch__99NHTFBM,fake,processed_fake_vectors/15_20__talking_angry_couch__99NHTFBM.npy,fake
13_09__outside_talking_pan_laughing__6K90KFOQ,fake,processed_fake_vectors/13_09__outside_talking_pan_laughing__6K90KFOQ.npy,fake
20_09__outside_talking_still_laughing__98NUQ3E6,fake,processed_fake_vectors/20_09__outside_talking_still_laughing__98NUQ3E6.npy,fake
28_16__exit_phone_room__OANAQYD5,fake,processed_fake_vectors/28_16__exit_phone_room__OANAQYD5.npy,fake
13_20__walk_down_hall_angry__LXLR1B6N,fake,processed_fake_vectors/13_20__walk_down_hall_angry__LXLR1B6N.npy,fake
26_20__kitchen_pan__34DJQS3E,fake,processed_fake_vectors/26_20__kitchen_pan__34DJQS3E.npy,fake
10_19__walking_outside_cafe_disgusted__FFXB67PI,fake,processed_fake_vectors/10_19__walking_outside_cafe_disgusted__FFXB67PI.npy,fake
19_24__podium_speech_happy__LVZNRK9S,fake,processed_fake_vectors/19_24__podium_speech_happy__LVZNRK9S.npy,fake
01_04__meeting_serious__0XUW13RW,fake,processed_fake_vectors/01_04__meeting_serious__0XUW13RW.npy,fake
27_02__walking_and_outside_surprised__QW05XUUZ,fake,processed_fake_vectors/27_02__walking_and_outside_surprised__QW05XUUZ.npy,fake
25_21__walking_down_street_outside_angry__NFBISHIN,fake,processed_fake_vectors/25_21__walking_down_street_outside_angry__NFBISHIN.npy,fake
14_15__exit_phone_room__OMLZILK3,fake,processed_fake_vectors/14_15__exit_phone_room__OMLZILK3.npy,fake
27_04__hugging_happy__2CCI2ND1,fake,processed_fake_vectors/27_04__hugging_happy__2CCI2ND1.npy,fake
20_13__hugging_happy__C50CSOEX,fake,processed_fake_vectors/20_13__hugging_happy__C50CSOEX.npy,fake
09_03__kitchen_pan__8DTEGQ54,fake,processed_fake_vectors/09_03__kitchen_pan__8DTEGQ54.npy,fake
16_05__hugging_happy__053HPS1G,fake,processed_fake_vectors/16_05__hugging_happy__053HPS1G.npy,fake
07_02__outside_talking_pan_laughing__0IYV5DQ5,fake,processed_fake_vectors/07_02__outside_talking_pan_laughing__0IYV5DQ5.npy,fake
02_01__talking_against_wall__YVGY8LOK,fake,processed_fake_vectors/02_01__talking_against_wall__YVGY8LOK.npy,fake
07_20__outside_talking_pan_laughing__KV6Q7D6C,fake,processed_fake_vectors/07_20__outside_talking_pan_laughing__KV6Q7D6C.npy,fake
02_27__walking_and_outside_surprised__UGO2181S,fake,processed_fake_vectors/02_27__walking_and_outside_surprised__UGO2181S.npy,fake
04_12__walking_down_street_outside_angry__96TQKDFJ,fake,processed_fake_vectors/04_12__walking_down_street_outside_angry__96TQKDFJ.npy,fake
01_14__hugging_happy__0S0NS5C6,fake,processed_fake_vectors/01_14__hugging_happy__0S0NS5C6.npy,fake
27_25__outside_talking_still_laughing__1KU29EUL,fake,processed_fake_vectors/27_25__outside_talking_still_laughing__1KU29EUL.npy,fake
07_21__kitchen_pan__K7KXUHMU,fake,processed_fake_vectors/07_21__kitchen_pan__K7KXUHMU.npy,fake
